Company,Year,Value
Ciena Corporation (NYSE:CIEN),2020,1816.13
Ciena Corporation (NYSE:CIEN),2021,1966.67
Ciena Corporation (NYSE:CIEN),2022,2212.64
Ciena Corporation (NYSE:CIEN),2023,24907.537142856978
Ciena Corporation (NYSE:CIEN),2024,25509.438928571297
Ciena Corporation (NYSE:CIEN),2025,26111.340714285616
Ciena Corporation (NYSE:CIEN),2026,26713.242499999935
Ciena Corporation (NYSE:CIEN),2027,27315.144285714254
"CommScope Holding Company, Inc. (NasdaqGS:COMM)",2016,2894.37
"CommScope Holding Company, Inc. (NasdaqGS:COMM)",2017,2855.1
"CommScope Holding Company, Inc. (NasdaqGS:COMM)",2018,2935.2
"CommScope Holding Company, Inc. (NasdaqGS:COMM)",2019,5722.2
"CommScope Holding Company, Inc. (NasdaqGS:COMM)",2020,5688.1
"CommScope Holding Company, Inc. (NasdaqGS:COMM)",2021,5902.4
"CommScope Holding Company, Inc. (NasdaqGS:COMM)",2022,6424.0
"CommScope Holding Company, Inc. (NasdaqGS:COMM)",2023,137589.99999999627
"CommScope Holding Company, Inc. (NasdaqGS:COMM)",2024,152914.64285713807
"CommScope Holding Company, Inc. (NasdaqGS:COMM)",2025,168239.28571427986
"CommScope Holding Company, Inc. (NasdaqGS:COMM)",2026,183563.92857142165
"CommScope Holding Company, Inc. (NasdaqGS:COMM)",2027,198888.57142856345
Alphabet Inc. (NasdaqGS:GOOGL),2016,35138.0
Alphabet Inc. (NasdaqGS:GOOGL),2017,45583.0
Alphabet Inc. (NasdaqGS:GOOGL),2018,59549.0
Alphabet Inc. (NasdaqGS:GOOGL),2019,71896.0
Alphabet Inc. (NasdaqGS:GOOGL),2020,84732.0
Alphabet Inc. (NasdaqGS:GOOGL),2021,110939.0
Alphabet Inc. (NasdaqGS:GOOGL),2022,126203.0
Alphabet Inc. (NasdaqGS:GOOGL),2023,4710.167142857041
Alphabet Inc. (NasdaqGS:GOOGL),2024,4787.3349999999045
Alphabet Inc. (NasdaqGS:GOOGL),2025,4864.502857142768
Alphabet Inc. (NasdaqGS:GOOGL),2026,4941.670714285603
Alphabet Inc. (NasdaqGS:GOOGL),2027,5018.838571428467
"Intuitive Surgical, Inc. (NasdaqGS:ISRG)",2016,813.6
"Intuitive Surgical, Inc. (NasdaqGS:ISRG)",2017,936.2
"Intuitive Surgical, Inc. (NasdaqGS:ISRG)",2018,1120.1
"Intuitive Surgical, Inc. (NasdaqGS:ISRG)",2019,1368.3
"Intuitive Surgical, Inc. (NasdaqGS:ISRG)",2020,1497.2
"Intuitive Surgical, Inc. (NasdaqGS:ISRG)",2021,1751.6
"Intuitive Surgical, Inc. (NasdaqGS:ISRG)",2022,2026.2
"Intuitive Surgical, Inc. (NasdaqGS:ISRG)",2023,576.2171428571492
"Intuitive Surgical, Inc. (NasdaqGS:ISRG)",2024,586.9139285714373
"Intuitive Surgical, Inc. (NasdaqGS:ISRG)",2025,597.610714285729
"Intuitive Surgical, Inc. (NasdaqGS:ISRG)",2026,608.3075000000172
"Intuitive Surgical, Inc. (NasdaqGS:ISRG)",2027,619.0042857143053
"Itron, Inc. (NasdaqGS:ITRI)",2016,1350.65
"Itron, Inc. (NasdaqGS:ITRI)",2017,1341.45
"Itron, Inc. (NasdaqGS:ITRI)",2018,1645.8
"Itron, Inc. (NasdaqGS:ITRI)",2019,1750.15
"Itron, Inc. (NasdaqGS:ITRI)",2020,1571.18
"Itron, Inc. (NasdaqGS:ITRI)",2021,1408.4
"Itron, Inc. (NasdaqGS:ITRI)",2022,1273.38
"Itron, Inc. (NasdaqGS:ITRI)",2023,234308.99999999627
"Itron, Inc. (NasdaqGS:ITRI)",2024,249121.21428570896
"Itron, Inc. (NasdaqGS:ITRI)",2025,263933.42857142165
"Itron, Inc. (NasdaqGS:ITRI)",2026,278745.64285713434
"Itron, Inc. (NasdaqGS:ITRI)",2027,293557.85714285076
"Juniper Networks, Inc. (NYSE:JNPR)",2016,1885.6
"Juniper Networks, Inc. (NYSE:JNPR)",2017,1955.1
"Juniper Networks, Inc. (NYSE:JNPR)",2018,1906.3
"Juniper Networks, Inc. (NYSE:JNPR)",2019,1828.6
"Juniper Networks, Inc. (NYSE:JNPR)",2020,1871.4
"Juniper Networks, Inc. (NYSE:JNPR)",2021,1995.3
"Juniper Networks, Inc. (NYSE:JNPR)",2022,2342.9
"Juniper Networks, Inc. (NYSE:JNPR)",2023,14370.714285714086
"Juniper Networks, Inc. (NYSE:JNPR)",2024,15484.85714285681
"Juniper Networks, Inc. (NYSE:JNPR)",2025,16598.999999999534
"Juniper Networks, Inc. (NYSE:JNPR)",2026,17713.14285714226
"Juniper Networks, Inc. (NYSE:JNPR)",2027,18827.285714284983
Lam Research Corporation (NasdaqGS:LRCX),2016,3541.99
Lam Research Corporation (NasdaqGS:LRCX),2017,5162.58
Lam Research Corporation (NasdaqGS:LRCX),2018,5858.05
Lam Research Corporation (NasdaqGS:LRCX),2019,5232.86
Lam Research Corporation (NasdaqGS:LRCX),2020,6371.49
Lam Research Corporation (NasdaqGS:LRCX),2021,8873.9
Lam Research Corporation (NasdaqGS:LRCX),2022,10417.34
Lam Research Corporation (NasdaqGS:LRCX),2023,14791.285714285215
Lam Research Corporation (NasdaqGS:LRCX),2024,15548.535714285215
Lam Research Corporation (NasdaqGS:LRCX),2025,16305.785714285215
Lam Research Corporation (NasdaqGS:LRCX),2026,17063.035714285215
Lam Research Corporation (NasdaqGS:LRCX),2027,17820.285714284983
Lear Corporation (NYSE:LEA),2016,16378.9
Lear Corporation (NYSE:LEA),2017,18101.6
Lear Corporation (NYSE:LEA),2018,18765.1
Lear Corporation (NYSE:LEA),2019,17899.0
Lear Corporation (NYSE:LEA),2020,15809.7
Lear Corporation (NYSE:LEA),2021,17787.9
Lear Corporation (NYSE:LEA),2022,19346.2
Lear Corporation (NYSE:LEA),2023,11315.919999999896
Lear Corporation (NYSE:LEA),2024,11424.748214285588
Lear Corporation (NYSE:LEA),2025,11533.57642857128
Lear Corporation (NYSE:LEA),2026,11642.404642857
Lear Corporation (NYSE:LEA),2027,11751.232857142692
"Mattel, Inc. (NasdaqGS:MAT)",2016,2906.46
"Mattel, Inc. (NasdaqGS:MAT)",2017,3056.92
"Mattel, Inc. (NasdaqGS:MAT)",2018,2716.13
"Mattel, Inc. (NasdaqGS:MAT)",2019,2508.65
"Mattel, Inc. (NasdaqGS:MAT)",2020,2339.67
"Mattel, Inc. (NasdaqGS:MAT)",2021,2828.19
"Mattel, Inc. (NasdaqGS:MAT)",2022,2942.65
"Mattel, Inc. (NasdaqGS:MAT)",2023,8615.422857142607
"Mattel, Inc. (NasdaqGS:MAT)",2024,8737.991785713995
"Mattel, Inc. (NasdaqGS:MAT)",2025,8860.560714285413
"Mattel, Inc. (NasdaqGS:MAT)",2026,8983.129642856802
"Mattel, Inc. (NasdaqGS:MAT)",2027,9105.69857142822
Medtronic plc (NYSE:MDT),2016,9170.0
Medtronic plc (NYSE:MDT),2017,9053.0
Medtronic plc (NYSE:MDT),2018,8997.0
Medtronic plc (NYSE:MDT),2019,9493.0
Medtronic plc (NYSE:MDT),2020,9961.0
Medtronic plc (NYSE:MDT),2021,10025.0
Medtronic plc (NYSE:MDT),2022,10240.0
Medtronic plc (NYSE:MDT),2023,1570.592857142794
Medtronic plc (NYSE:MDT),2024,1619.212142857068
Medtronic plc (NYSE:MDT),2025,1667.8314285713568
Medtronic plc (NYSE:MDT),2026,1716.450714285631
Medtronic plc (NYSE:MDT),2027,1765.0699999999197
Mettler-Toledo International Inc. (NYSE:MTD),2016,1070.53
Mettler-Toledo International Inc. (NYSE:MTD),2017,1149.3
Mettler-Toledo International Inc. (NYSE:MTD),2018,1251.21
Mettler-Toledo International Inc. (NYSE:MTD),2019,1267.44
Mettler-Toledo International Inc. (NYSE:MTD),2020,1284.15
Mettler-Toledo International Inc. (NYSE:MTD),2021,1546.38
Mettler-Toledo International Inc. (NYSE:MTD),2022,1611.67
Mettler-Toledo International Inc. (NYSE:MTD),2023,12765.342857142445
Mettler-Toledo International Inc. (NYSE:MTD),2024,13666.274999999441
Mettler-Toledo International Inc. (NYSE:MTD),2025,14567.207142856438
Mettler-Toledo International Inc. (NYSE:MTD),2026,15468.139285713667
Mettler-Toledo International Inc. (NYSE:MTD),2027,16369.071428570664
"AMETEK, Inc. (NYSE:AME)",2016,2547.6
"AMETEK, Inc. (NYSE:AME)",2017,2861.37
"AMETEK, Inc. (NYSE:AME)",2018,3186.31
"AMETEK, Inc. (NYSE:AME)",2019,3370.9
"AMETEK, Inc. (NYSE:AME)",2020,2996.52
"AMETEK, Inc. (NYSE:AME)",2021,3633.9
"AMETEK, Inc. (NYSE:AME)",2022,4005.26
"AMETEK, Inc. (NYSE:AME)",2023,4196.999999999884
"AMETEK, Inc. (NYSE:AME)",2024,4460.857142856927
"AMETEK, Inc. (NYSE:AME)",2025,4724.714285714086
"AMETEK, Inc. (NYSE:AME)",2026,4988.571428571246
"AMETEK, Inc. (NYSE:AME)",2027,5252.428571428289
NEC Corporation (TSE:6701),2016,12649.82
NEC Corporation (TSE:6701),2017,13600.47
NEC Corporation (TSE:6701),2018,13875.89
NEC Corporation (TSE:6701),2019,14551.94
NEC Corporation (TSE:6701),2020,14181.28
NEC Corporation (TSE:6701),2021,14422.13
NEC Corporation (TSE:6701),2022,15163.43
NEC Corporation (TSE:6701),2023,13794.645714285609
NEC Corporation (TSE:6701),2024,13957.271071428491
NEC Corporation (TSE:6701),2025,14119.896428571374
NEC Corporation (TSE:6701),2026,14282.521785714198
NEC Corporation (TSE:6701),2027,14445.14714285708
"NetApp, Inc. (NasdaqGS:NTAP)",2016,2123.0
"NetApp, Inc. (NasdaqGS:NTAP)",2017,2163.0
"NetApp, Inc. (NasdaqGS:NTAP)",2018,2250.0
"NetApp, Inc. (NasdaqGS:NTAP)",2019,1895.0
"NetApp, Inc. (NasdaqGS:NTAP)",2020,1869.0
"NetApp, Inc. (NasdaqGS:NTAP)",2021,2027.0
"NetApp, Inc. (NasdaqGS:NTAP)",2022,2238.0
"NetApp, Inc. (NasdaqGS:NTAP)",2023,846.65571428572
"NetApp, Inc. (NasdaqGS:NTAP)",2024,788.0450000000128
"NetApp, Inc. (NasdaqGS:NTAP)",2025,729.4342857143056
"NetApp, Inc. (NasdaqGS:NTAP)",2026,670.8235714285984
"NetApp, Inc. (NasdaqGS:NTAP)",2027,612.2128571428766
Textron Inc. (NYSE:TXT),2016,11337.0
Textron Inc. (NYSE:TXT),2017,11827.0
Textron Inc. (NYSE:TXT),2018,11594.0
Textron Inc. (NYSE:TXT),2019,11406.0
Textron Inc. (NYSE:TXT),2020,10039.0
Textron Inc. (NYSE:TXT),2021,10297.0
Textron Inc. (NYSE:TXT),2022,10800.0
Textron Inc. (NYSE:TXT),2023,2272.492857142788
Textron Inc. (NYSE:TXT),2024,2378.4478571428044
Textron Inc. (NYSE:TXT),2025,2484.4028571427916
Textron Inc. (NYSE:TXT),2026,2590.357857142779
Textron Inc. (NYSE:TXT),2027,2696.312857142795
Westinghouse Air Brake Technologies Corporation (NYSE:WAB),2016,2006.95
Westinghouse Air Brake Technologies Corporation (NYSE:WAB),2017,2804.4
Westinghouse Air Brake Technologies Corporation (NYSE:WAB),2018,3129.6
Westinghouse Air Brake Technologies Corporation (NYSE:WAB),2019,5922.0
Westinghouse Air Brake Technologies Corporation (NYSE:WAB),2020,5374.0
Westinghouse Air Brake Technologies Corporation (NYSE:WAB),2021,5400.0
Westinghouse Air Brake Technologies Corporation (NYSE:WAB),2022,5779.0
Westinghouse Air Brake Technologies Corporation (NYSE:WAB),2023,19608.85714285681
Westinghouse Air Brake Technologies Corporation (NYSE:WAB),2024,19869.99999999965
Westinghouse Air Brake Technologies Corporation (NYSE:WAB),2025,20131.14285714249
Westinghouse Air Brake Technologies Corporation (NYSE:WAB),2026,20392.28571428533
Westinghouse Air Brake Technologies Corporation (NYSE:WAB),2027,20653.428571428172
Waters Corporation (NYSE:WAT),2016,891.45
Waters Corporation (NYSE:WAT),2017,947.07
Waters Corporation (NYSE:WAT),2018,992.56
Waters Corporation (NYSE:WAT),2019,1010.7
Waters Corporation (NYSE:WAT),2020,1006.69
Waters Corporation (NYSE:WAT),2021,1156.53
Waters Corporation (NYSE:WAT),2022,1248.18
Waters Corporation (NYSE:WAT),2023,2841.574285714072
Waters Corporation (NYSE:WAT),2024,3210.8182142854203
Waters Corporation (NYSE:WAT),2025,3580.0621428568847
Waters Corporation (NYSE:WAT),2026,3949.306071428233
Waters Corporation (NYSE:WAT),2027,4318.549999999697
"Samsung Electronics Co., Ltd. (KOSE:A005930)",2016,88614.13
"Samsung Electronics Co., Ltd. (KOSE:A005930)",2017,95254.38
"Samsung Electronics Co., Ltd. (KOSE:A005930)",2018,97541.05
"Samsung Electronics Co., Ltd. (KOSE:A005930)",2019,108478.15
"Samsung Electronics Co., Ltd. (KOSE:A005930)",2020,106451.17
"Samsung Electronics Co., Ltd. (KOSE:A005930)",2021,122602.89
"Samsung Electronics Co., Ltd. (KOSE:A005930)",2022,140012.51
"Samsung Electronics Co., Ltd. (KOSE:A005930)",2023,7408.25142857153
"Samsung Electronics Co., Ltd. (KOSE:A005930)",2024,8102.408214285737
"Samsung Electronics Co., Ltd. (KOSE:A005930)",2025,8796.564999999944
"Samsung Electronics Co., Ltd. (KOSE:A005930)",2026,9490.721785714151
"Samsung Electronics Co., Ltd. (KOSE:A005930)",2027,10184.878571428359
Vantiva S.A. (ENXTPA:VANTI),2016,4161.82
Vantiva S.A. (ENXTPA:VANTI),2017,3861.45
Vantiva S.A. (ENXTPA:VANTI),2018,3723.96
Vantiva S.A. (ENXTPA:VANTI),2019,3569.54
Vantiva S.A. (ENXTPA:VANTI),2020,2886.3
Vantiva S.A. (ENXTPA:VANTI),2021,2088.84
Vantiva S.A. (ENXTPA:VANTI),2022,2611.32
Vantiva S.A. (ENXTPA:VANTI),2023,29147.18999999971
Vantiva S.A. (ENXTPA:VANTI),2024,28459.86178571428
Vantiva S.A. (ENXTPA:VANTI),2025,27772.53357142862
Vantiva S.A. (ENXTPA:VANTI),2026,27085.205357142957
Vantiva S.A. (ENXTPA:VANTI),2027,26397.877142857295
Sirius XM Holdings Inc. (NasdaqGS:SIRI),2016,2460.24
Sirius XM Holdings Inc. (NasdaqGS:SIRI),2017,2555.0
Sirius XM Holdings Inc. (NasdaqGS:SIRI),2018,2710.0
Sirius XM Holdings Inc. (NasdaqGS:SIRI),2019,3854.0
Sirius XM Holdings Inc. (NasdaqGS:SIRI),2020,3941.0
Sirius XM Holdings Inc. (NasdaqGS:SIRI),2021,4293.0
Sirius XM Holdings Inc. (NasdaqGS:SIRI),2022,4482.0
Sirius XM Holdings Inc. (NasdaqGS:SIRI),2023,34618.30999999959
Sirius XM Holdings Inc. (NasdaqGS:SIRI),2024,35904.029999999795
Sirius XM Holdings Inc. (NasdaqGS:SIRI),2025,37189.749999999534
Sirius XM Holdings Inc. (NasdaqGS:SIRI),2026,38475.46999999974
Sirius XM Holdings Inc. (NasdaqGS:SIRI),2027,39761.18999999948
"Teradyne, Inc. (NasdaqGS:TER)",2016,794.64
"Teradyne, Inc. (NasdaqGS:TER)",2017,915.15
"Teradyne, Inc. (NasdaqGS:TER)",2018,880.41
"Teradyne, Inc. (NasdaqGS:TER)",2019,955.14
"Teradyne, Inc. (NasdaqGS:TER)",2020,1335.73
"Teradyne, Inc. (NasdaqGS:TER)",2021,1496.23
"Teradyne, Inc. (NasdaqGS:TER)",2022,1287.89
"Teradyne, Inc. (NasdaqGS:TER)",2023,12670.814285713946
"Teradyne, Inc. (NasdaqGS:TER)",2024,13584.914285713807
"Teradyne, Inc. (NasdaqGS:TER)",2025,14499.014285713667
"Teradyne, Inc. (NasdaqGS:TER)",2026,15413.11428571376
"Teradyne, Inc. (NasdaqGS:TER)",2027,16327.21428571362
Thermo Fisher Scientific Inc. (NYSE:TMO),2016,9825.0
Thermo Fisher Scientific Inc. (NYSE:TMO),2017,11382.0
Thermo Fisher Scientific Inc. (NYSE:TMO),2018,13489.0
Thermo Fisher Scientific Inc. (NYSE:TMO),2019,14214.0
Thermo Fisher Scientific Inc. (NYSE:TMO),2020,16214.0
Thermo Fisher Scientific Inc. (NYSE:TMO),2021,19573.0
Thermo Fisher Scientific Inc. (NYSE:TMO),2022,25917.0
Thermo Fisher Scientific Inc. (NYSE:TMO),2023,5994.109999999986
Thermo Fisher Scientific Inc. (NYSE:TMO),2024,6462.314999999944
Thermo Fisher Scientific Inc. (NYSE:TMO),2025,6930.519999999902
Thermo Fisher Scientific Inc. (NYSE:TMO),2026,7398.72499999986
Thermo Fisher Scientific Inc. (NYSE:TMO),2027,7866.929999999935
Northrop Grumman Corporation (NYSE:NOC),2016,18797.0
Northrop Grumman Corporation (NYSE:NOC),2017,20074.0
Northrop Grumman Corporation (NYSE:NOC),2018,23275.0
Northrop Grumman Corporation (NYSE:NOC),2019,26582.0
Northrop Grumman Corporation (NYSE:NOC),2020,29321.0
Northrop Grumman Corporation (NYSE:NOC),2021,28399.0
Northrop Grumman Corporation (NYSE:NOC),2022,29128.0
Northrop Grumman Corporation (NYSE:NOC),2023,36201.39999999851
Northrop Grumman Corporation (NYSE:NOC),2024,38742.3071428556
Northrop Grumman Corporation (NYSE:NOC),2025,41283.21428571176
Northrop Grumman Corporation (NYSE:NOC),2026,43824.12142856885
Northrop Grumman Corporation (NYSE:NOC),2027,46365.02857142594
"Motorola Solutions, Inc. (NYSE:MSI)",2016,3126.0
"Motorola Solutions, Inc. (NYSE:MSI)",2017,3347.0
"Motorola Solutions, Inc. (NYSE:MSI)",2018,3804.0
"Motorola Solutions, Inc. (NYSE:MSI)",2019,3939.0
"Motorola Solutions, Inc. (NYSE:MSI)",2020,3777.0
"Motorola Solutions, Inc. (NYSE:MSI)",2021,4123.0
"Motorola Solutions, Inc. (NYSE:MSI)",2022,4718.0
"Motorola Solutions, Inc. (NYSE:MSI)",2023,85455.85714285634
"Motorola Solutions, Inc. (NYSE:MSI)",2024,90322.21428571269
"Motorola Solutions, Inc. (NYSE:MSI)",2025,95188.57142856903
"Motorola Solutions, Inc. (NYSE:MSI)",2026,100054.92857142538
"Motorola Solutions, Inc. (NYSE:MSI)",2027,104921.28571428359
Xerox Holdings Corporation (NasdaqGS:XRX),2016,6338.0
Xerox Holdings Corporation (NasdaqGS:XRX),2017,5787.0
Xerox Holdings Corporation (NasdaqGS:XRX),2018,5661.0
Xerox Holdings Corporation (NasdaqGS:XRX),2019,5285.0
Xerox Holdings Corporation (NasdaqGS:XRX),2020,4349.0
Xerox Holdings Corporation (NasdaqGS:XRX),2021,4544.0
Xerox Holdings Corporation (NasdaqGS:XRX),2022,4681.0
Xerox Holdings Corporation (NasdaqGS:XRX),2023,8291.862857142463
Xerox Holdings Corporation (NasdaqGS:XRX),2024,8845.027857142268
