Company,Year,Value
BorgWarner Inc. (NYSE:BWA),2017,7684.0
BorgWarner Inc. (NYSE:BWA),2018,8300.0
BorgWarner Inc. (NYSE:BWA),2019,8067.0
BorgWarner Inc. (NYSE:BWA),2020,8255.0
BorgWarner Inc. (NYSE:BWA),2021,11983.0
BorgWarner Inc. (NYSE:BWA),2022,12700.0
BorgWarner Inc. (NYSE:BWA),2023,44624.78714285791
BorgWarner Inc. (NYSE:BWA),2024,42016.22464285791
BorgWarner Inc. (NYSE:BWA),2025,39407.66214285791
BorgWarner Inc. (NYSE:BWA),2026,36799.09964285791
BorgWarner Inc. (NYSE:BWA),2027,34190.53714285791
Ciena Corporation (NYSE:CIEN),2016,1465.04
Ciena Corporation (NYSE:CIEN),2017,1582.56
Ciena Corporation (NYSE:CIEN),2018,1860.41
Ciena Corporation (NYSE:CIEN),2019,2037.26
Ciena Corporation (NYSE:CIEN),2020,1816.13
Ciena Corporation (NYSE:CIEN),2021,1966.67
Ciena Corporation (NYSE:CIEN),2022,2212.64
Ciena Corporation (NYSE:CIEN),2023,25035.639999998733
Ciena Corporation (NYSE:CIEN),2024,25640.638214284554
Ciena Corporation (NYSE:CIEN),2025,26245.636428570142
Ciena Corporation (NYSE:CIEN),2026,26850.634642855963
Ciena Corporation (NYSE:CIEN),2027,27455.63285714155
"CommScope Holding Company, Inc. (NasdaqGS:COMM)",2016,2894.37
"CommScope Holding Company, Inc. (NasdaqGS:COMM)",2017,2855.1
"CommScope Holding Company, Inc. (NasdaqGS:COMM)",2018,2935.2
"CommScope Holding Company, Inc. (NasdaqGS:COMM)",2019,5722.2
"CommScope Holding Company, Inc. (NasdaqGS:COMM)",2020,5688.1
"CommScope Holding Company, Inc. (NasdaqGS:COMM)",2021,5902.4
"CommScope Holding Company, Inc. (NasdaqGS:COMM)",2022,6424.0
"CommScope Holding Company, Inc. (NasdaqGS:COMM)",2023,137589.99999999627
"CommScope Holding Company, Inc. (NasdaqGS:COMM)",2024,152914.64285713807
"CommScope Holding Company, Inc. (NasdaqGS:COMM)",2025,168239.28571427986
"CommScope Holding Company, Inc. (NasdaqGS:COMM)",2026,183563.92857142165
"CommScope Holding Company, Inc. (NasdaqGS:COMM)",2027,198888.57142856345
Alphabet Inc. (NasdaqGS:GOOGL),2016,35138.0
Alphabet Inc. (NasdaqGS:GOOGL),2017,45583.0
Alphabet Inc. (NasdaqGS:GOOGL),2018,59549.0
Alphabet Inc. (NasdaqGS:GOOGL),2019,71896.0
Alphabet Inc. (NasdaqGS:GOOGL),2020,84732.0
Alphabet Inc. (NasdaqGS:GOOGL),2021,110939.0
Alphabet Inc. (NasdaqGS:GOOGL),2022,126203.0
Alphabet Inc. (NasdaqGS:GOOGL),2023,4734.39714285708
Alphabet Inc. (NasdaqGS:GOOGL),2024,4811.962499999936
Alphabet Inc. (NasdaqGS:GOOGL),2025,4889.527857142792
Alphabet Inc. (NasdaqGS:GOOGL),2026,4967.093214285647
Alphabet Inc. (NasdaqGS:GOOGL),2027,5044.658571428503
"Intuitive Surgical, Inc. (NasdaqGS:ISRG)",2016,813.6
"Intuitive Surgical, Inc. (NasdaqGS:ISRG)",2017,936.2
"Intuitive Surgical, Inc. (NasdaqGS:ISRG)",2018,1120.1
"Intuitive Surgical, Inc. (NasdaqGS:ISRG)",2019,1368.3
"Intuitive Surgical, Inc. (NasdaqGS:ISRG)",2020,1497.2
"Intuitive Surgical, Inc. (NasdaqGS:ISRG)",2021,1751.6
"Intuitive Surgical, Inc. (NasdaqGS:ISRG)",2022,2026.2
"Intuitive Surgical, Inc. (NasdaqGS:ISRG)",2023,330863.14285710454
"Intuitive Surgical, Inc. (NasdaqGS:ISRG)",2024,367172.7499999702
"Intuitive Surgical, Inc. (NasdaqGS:ISRG)",2025,403482.35714282095
"Intuitive Surgical, Inc. (NasdaqGS:ISRG)",2026,439791.9642856717
"Intuitive Surgical, Inc. (NasdaqGS:ISRG)",2027,476101.57142853737
"Itron, Inc. (NasdaqGS:ITRI)",2016,1350.65
"Itron, Inc. (NasdaqGS:ITRI)",2017,1341.45
"Itron, Inc. (NasdaqGS:ITRI)",2018,1645.8
"Itron, Inc. (NasdaqGS:ITRI)",2019,1750.15
"Itron, Inc. (NasdaqGS:ITRI)",2020,1571.18
"Itron, Inc. (NasdaqGS:ITRI)",2021,1408.4
"Itron, Inc. (NasdaqGS:ITRI)",2022,1273.38
"Itron, Inc. (NasdaqGS:ITRI)",2023,368.074285714265
"Itron, Inc. (NasdaqGS:ITRI)",2024,378.82607142854977
"Itron, Inc. (NasdaqGS:ITRI)",2025,389.57785714283455
"Itron, Inc. (NasdaqGS:ITRI)",2026,400.3296428571193
"Itron, Inc. (NasdaqGS:ITRI)",2027,411.0814285714041
"Juniper Networks, Inc. (NYSE:JNPR)",2016,1885.6
"Juniper Networks, Inc. (NYSE:JNPR)",2017,1955.1
"Juniper Networks, Inc. (NYSE:JNPR)",2018,1906.3
"Juniper Networks, Inc. (NYSE:JNPR)",2019,1828.6
"Juniper Networks, Inc. (NYSE:JNPR)",2020,1871.4
"Juniper Networks, Inc. (NYSE:JNPR)",2021,1995.3
"Juniper Networks, Inc. (NYSE:JNPR)",2022,2342.9
"Juniper Networks, Inc. (NYSE:JNPR)",2023,234308.99999999627
"Juniper Networks, Inc. (NYSE:JNPR)",2024,249121.21428570896
"Juniper Networks, Inc. (NYSE:JNPR)",2025,263933.42857142165
"Juniper Networks, Inc. (NYSE:JNPR)",2026,278745.64285713434
"Juniper Networks, Inc. (NYSE:JNPR)",2027,293557.85714285076
Lam Research Corporation (NasdaqGS:LRCX),2016,3541.99
Lam Research Corporation (NasdaqGS:LRCX),2017,5162.58
Lam Research Corporation (NasdaqGS:LRCX),2018,5858.05
Lam Research Corporation (NasdaqGS:LRCX),2019,5232.86
Lam Research Corporation (NasdaqGS:LRCX),2020,6371.49
Lam Research Corporation (NasdaqGS:LRCX),2021,8873.9
Lam Research Corporation (NasdaqGS:LRCX),2022,10417.34
Lam Research Corporation (NasdaqGS:LRCX),2023,14370.714285714086
Lam Research Corporation (NasdaqGS:LRCX),2024,15484.85714285681
Lam Research Corporation (NasdaqGS:LRCX),2025,16598.999999999534
Lam Research Corporation (NasdaqGS:LRCX),2026,17713.14285714226
Lam Research Corporation (NasdaqGS:LRCX),2027,18827.285714284983
Lear Corporation (NYSE:LEA),2016,16378.9
Lear Corporation (NYSE:LEA),2017,18101.6
Lear Corporation (NYSE:LEA),2018,18765.1
Lear Corporation (NYSE:LEA),2019,17899.0
Lear Corporation (NYSE:LEA),2020,15809.7
Lear Corporation (NYSE:LEA),2021,17787.9
Lear Corporation (NYSE:LEA),2022,19346.2
Lear Corporation (NYSE:LEA),2023,14791.285714285215
Lear Corporation (NYSE:LEA),2024,15548.535714285215
Lear Corporation (NYSE:LEA),2025,16305.785714285215
Lear Corporation (NYSE:LEA),2026,17063.035714285215
Lear Corporation (NYSE:LEA),2027,17820.285714284983
"Mattel, Inc. (NasdaqGS:MAT)",2016,2906.46
"Mattel, Inc. (NasdaqGS:MAT)",2017,3056.92
"Mattel, Inc. (NasdaqGS:MAT)",2018,2716.13
"Mattel, Inc. (NasdaqGS:MAT)",2019,2508.65
"Mattel, Inc. (NasdaqGS:MAT)",2020,2339.67
"Mattel, Inc. (NasdaqGS:MAT)",2021,2828.19
"Mattel, Inc. (NasdaqGS:MAT)",2022,2942.65
"Mattel, Inc. (NasdaqGS:MAT)",2023,2833.2399999998743
"Mattel, Inc. (NasdaqGS:MAT)",2024,3245.3942857141374
"Mattel, Inc. (NasdaqGS:MAT)",2025,3657.548571428284
"Mattel, Inc. (NasdaqGS:MAT)",2026,4069.702857142547
"Mattel, Inc. (NasdaqGS:MAT)",2027,4481.85714285681
Medtronic plc (NYSE:MDT),2016,9170.0
Medtronic plc (NYSE:MDT),2017,9053.0
Medtronic plc (NYSE:MDT),2018,8997.0
Medtronic plc (NYSE:MDT),2019,9493.0
Medtronic plc (NYSE:MDT),2020,9961.0
Medtronic plc (NYSE:MDT),2021,10025.0
Medtronic plc (NYSE:MDT),2022,10240.0
Medtronic plc (NYSE:MDT),2023,11351.939999999944
Medtronic plc (NYSE:MDT),2024,11461.114999999903
Medtronic plc (NYSE:MDT),2025,11570.289999999892
Medtronic plc (NYSE:MDT),2026,11679.46499999988
Medtronic plc (NYSE:MDT),2027,11788.639999999868
Mettler-Toledo International Inc. (NYSE:MTD),2016,1070.53
Mettler-Toledo International Inc. (NYSE:MTD),2017,1149.3
Mettler-Toledo International Inc. (NYSE:MTD),2018,1251.21
Mettler-Toledo International Inc. (NYSE:MTD),2019,1267.44
Mettler-Toledo International Inc. (NYSE:MTD),2020,1284.15
Mettler-Toledo International Inc. (NYSE:MTD),2021,1546.38
Mettler-Toledo International Inc. (NYSE:MTD),2022,1611.67
Mettler-Toledo International Inc. (NYSE:MTD),2023,7180.242857142788
Mettler-Toledo International Inc. (NYSE:MTD),2024,7295.067857142771
Mettler-Toledo International Inc. (NYSE:MTD),2025,7409.892857142753
Mettler-Toledo International Inc. (NYSE:MTD),2026,7524.717857142765
Mettler-Toledo International Inc. (NYSE:MTD),2027,7639.542857142747
"AMETEK, Inc. (NYSE:AME)",2016,2547.6
"AMETEK, Inc. (NYSE:AME)",2017,2861.37
"AMETEK, Inc. (NYSE:AME)",2018,3186.31
"AMETEK, Inc. (NYSE:AME)",2019,3370.9
"AMETEK, Inc. (NYSE:AME)",2020,2996.52
"AMETEK, Inc. (NYSE:AME)",2021,3633.9
"AMETEK, Inc. (NYSE:AME)",2022,4005.26
"AMETEK, Inc. (NYSE:AME)",2023,8614.071428570925
"AMETEK, Inc. (NYSE:AME)",2024,8736.622499999474
"AMETEK, Inc. (NYSE:AME)",2025,8859.173571428022
"AMETEK, Inc. (NYSE:AME)",2026,8981.72464285657
"AMETEK, Inc. (NYSE:AME)",2027,9104.275714285119
NEC Corporation (TSE:6701),2016,12714.88
NEC Corporation (TSE:6701),2017,13670.42
NEC Corporation (TSE:6701),2018,13947.26
NEC Corporation (TSE:6701),2019,14626.78
NEC Corporation (TSE:6701),2020,14254.22
NEC Corporation (TSE:6701),2021,14496.31
NEC Corporation (TSE:6701),2022,15241.42
NEC Corporation (TSE:6701),2023,8833.428571428289
NEC Corporation (TSE:6701),2024,9315.392857142608
NEC Corporation (TSE:6701),2025,9797.35714285681
NEC Corporation (TSE:6701),2026,10279.32142857113
NEC Corporation (TSE:6701),2027,10761.285714285332
"NetApp, Inc. (NasdaqGS:NTAP)",2016,2123.0
"NetApp, Inc. (NasdaqGS:NTAP)",2017,2163.0
"NetApp, Inc. (NasdaqGS:NTAP)",2018,2250.0
"NetApp, Inc. (NasdaqGS:NTAP)",2019,1895.0
"NetApp, Inc. (NasdaqGS:NTAP)",2020,1869.0
"NetApp, Inc. (NasdaqGS:NTAP)",2021,2027.0
"NetApp, Inc. (NasdaqGS:NTAP)",2022,2238.0
"NetApp, Inc. (NasdaqGS:NTAP)",2023,21318.531428571325
"NetApp, Inc. (NasdaqGS:NTAP)",2024,22718.15321428515
"NetApp, Inc. (NasdaqGS:NTAP)",2025,24117.77499999944
"NetApp, Inc. (NasdaqGS:NTAP)",2026,25517.396785713732
"NetApp, Inc. (NasdaqGS:NTAP)",2027,26917.018571428023
Textron Inc. (NYSE:TXT),2016,11337.0
Textron Inc. (NYSE:TXT),2017,11827.0
Textron Inc. (NYSE:TXT),2018,11594.0
Textron Inc. (NYSE:TXT),2019,11406.0
Textron Inc. (NYSE:TXT),2020,10039.0
Textron Inc. (NYSE:TXT),2021,10297.0
Textron Inc. (NYSE:TXT),2022,10800.0
Textron Inc. (NYSE:TXT),2023,1570.592857142794
Textron Inc. (NYSE:TXT),2024,1619.212142857068
Textron Inc. (NYSE:TXT),2025,1667.8314285713568
Textron Inc. (NYSE:TXT),2026,1716.450714285631
Textron Inc. (NYSE:TXT),2027,1765.0699999999197
Westinghouse Air Brake Technologies Corporation (NYSE:WAB),2016,2006.95
Westinghouse Air Brake Technologies Corporation (NYSE:WAB),2017,2804.4
Westinghouse Air Brake Technologies Corporation (NYSE:WAB),2018,3129.6
Westinghouse Air Brake Technologies Corporation (NYSE:WAB),2019,5922.0
Westinghouse Air Brake Technologies Corporation (NYSE:WAB),2020,5374.0
Westinghouse Air Brake Technologies Corporation (NYSE:WAB),2021,5400.0
Westinghouse Air Brake Technologies Corporation (NYSE:WAB),2022,5779.0
Westinghouse Air Brake Technologies Corporation (NYSE:WAB),2023,83.14285714285506
Westinghouse Air Brake Technologies Corporation (NYSE:WAB),2024,20.678571428579744
Westinghouse Air Brake Technologies Corporation (NYSE:WAB),2025,-41.78571428571013
Westinghouse Air Brake Technologies Corporation (NYSE:WAB),2026,-104.25
Westinghouse Air Brake Technologies Corporation (NYSE:WAB),2027,-166.71428571428987
Waters Corporation (NYSE:WAT),2016,891.45
Waters Corporation (NYSE:WAT),2017,947.07
Waters Corporation (NYSE:WAT),2018,992.56
Waters Corporation (NYSE:WAT),2019,1010.7
Waters Corporation (NYSE:WAT),2020,1006.69
Waters Corporation (NYSE:WAT),2021,1156.53
Waters Corporation (NYSE:WAT),2022,1248.18
Waters Corporation (NYSE:WAT),2023,12765.342857142445
Waters Corporation (NYSE:WAT),2024,13666.274999999441
Waters Corporation (NYSE:WAT),2025,14567.207142856438
Waters Corporation (NYSE:WAT),2026,15468.139285713667
Waters Corporation (NYSE:WAT),2027,16369.071428570664
"Samsung Electronics Co., Ltd. (KOSE:A005930)",2016,89193.74
"Samsung Electronics Co., Ltd. (KOSE:A005930)",2017,95877.43
"Samsung Electronics Co., Ltd. (KOSE:A005930)",2018,98179.06
"Samsung Electronics Co., Ltd. (KOSE:A005930)",2019,109187.7
"Samsung Electronics Co., Ltd. (KOSE:A005930)",2020,107147.46
"Samsung Electronics Co., Ltd. (KOSE:A005930)",2021,123404.83
"Samsung Electronics Co., Ltd. (KOSE:A005930)",2022,140928.33
"Samsung Electronics Co., Ltd. (KOSE:A005930)",2023,4196.999999999884
"Samsung Electronics Co., Ltd. (KOSE:A005930)",2024,4460.857142856927
"Samsung Electronics Co., Ltd. (KOSE:A005930)",2025,4724.714285714086
"Samsung Electronics Co., Ltd. (KOSE:A005930)",2026,4988.571428571246
"Samsung Electronics Co., Ltd. (KOSE:A005930)",2027,5252.428571428289
Vantiva S.A. (ENXTPA:VANTI),2016,4175.07
Vantiva S.A. (ENXTPA:VANTI),2017,3873.74
Vantiva S.A. (ENXTPA:VANTI),2018,3735.81
Vantiva S.A. (ENXTPA:VANTI),2019,3580.9
Vantiva S.A. (ENXTPA:VANTI),2020,2895.49
Vantiva S.A. (ENXTPA:VANTI),2021,2095.49
Vantiva S.A. (ENXTPA:VANTI),2022,2619.63
Vantiva S.A. (ENXTPA:VANTI),2023,2861.595714285664
Vantiva S.A. (ENXTPA:VANTI),2024,2920.459999999948
Vantiva S.A. (ENXTPA:VANTI),2025,2979.3242857142322
Vantiva S.A. (ENXTPA:VANTI),2026,3038.1885714285163
Vantiva S.A. (ENXTPA:VANTI),2027,3097.0528571428003
Sirius XM Holdings Inc. (NasdaqGS:SIRI),2016,2460.24
Sirius XM Holdings Inc. (NasdaqGS:SIRI),2017,2555.0
Sirius XM Holdings Inc. (NasdaqGS:SIRI),2018,2710.0
Sirius XM Holdings Inc. (NasdaqGS:SIRI),2019,3854.0
Sirius XM Holdings Inc. (NasdaqGS:SIRI),2020,3941.0
Sirius XM Holdings Inc. (NasdaqGS:SIRI),2021,4293.0
Sirius XM Holdings Inc. (NasdaqGS:SIRI),2022,4482.0
Sirius XM Holdings Inc. (NasdaqGS:SIRI),2023,1287.5571428570838
Sirius XM Holdings Inc. (NasdaqGS:SIRI),2024,1347.582142857078
Sirius XM Holdings Inc. (NasdaqGS:SIRI),2025,1407.6071428570722
Sirius XM Holdings Inc. (NasdaqGS:SIRI),2026,1467.6321428570664
Sirius XM Holdings Inc. (NasdaqGS:SIRI),2027,1527.657142857075
"Teradyne, Inc. (NasdaqGS:TER)",2016,794.64
"Teradyne, Inc. (NasdaqGS:TER)",2017,915.15
"Teradyne, Inc. (NasdaqGS:TER)",2018,880.41
"Teradyne, Inc. (NasdaqGS:TER)",2019,955.14
"Teradyne, Inc. (NasdaqGS:TER)",2020,1335.73
"Teradyne, Inc. (NasdaqGS:TER)",2021,1496.23
"Teradyne, Inc. (NasdaqGS:TER)",2022,1287.89
"Teradyne, Inc. (NasdaqGS:TER)",2023,13865.587142856966
"Teradyne, Inc. (NasdaqGS:TER)",2024,14029.047499999811
"Teradyne, Inc. (NasdaqGS:TER)",2025,14192.507857142715
"Teradyne, Inc. (NasdaqGS:TER)",2026,14355.96821428556
"Teradyne, Inc. (NasdaqGS:TER)",2027,14519.428571428463
Thermo Fisher Scientific Inc. (NYSE:TMO),2016,9825.0
Thermo Fisher Scientific Inc. (NYSE:TMO),2017,11382.0
Thermo Fisher Scientific Inc. (NYSE:TMO),2018,13489.0
Thermo Fisher Scientific Inc. (NYSE:TMO),2019,14214.0
Thermo Fisher Scientific Inc. (NYSE:TMO),2020,16214.0
Thermo Fisher Scientific Inc. (NYSE:TMO),2021,19573.0
Thermo Fisher Scientific Inc. (NYSE:TMO),2022,25917.0
Thermo Fisher Scientific Inc. (NYSE:TMO),2023,851.0100000000675
Thermo Fisher Scientific Inc. (NYSE:TMO),2024,792.097857142915
Thermo Fisher Scientific Inc. (NYSE:TMO),2025,733.1857142857771
Thermo Fisher Scientific Inc. (NYSE:TMO),2026,674.2735714286391
Thermo Fisher Scientific Inc. (NYSE:TMO),2027,615.3614285715012
Northrop Grumman Corporation (NYSE:NOC),2016,18797.0
Northrop Grumman Corporation (NYSE:NOC),2017,20074.0
Northrop Grumman Corporation (NYSE:NOC),2018,23275.0
Northrop Grumman Corporation (NYSE:NOC),2019,26582.0
Northrop Grumman Corporation (NYSE:NOC),2020,29321.0
Northrop Grumman Corporation (NYSE:NOC),2021,28399.0
Northrop Grumman Corporation (NYSE:NOC),2022,29128.0
Northrop Grumman Corporation (NYSE:NOC),2023,2272.492857142788
Northrop Grumman Corporation (NYSE:NOC),2024,2378.4478571428044
Northrop Grumman Corporation (NYSE:NOC),2025,2484.4028571427916
Northrop Grumman Corporation (NYSE:NOC),2026,2590.357857142779
Northrop Grumman Corporation (NYSE:NOC),2027,2696.312857142795
"Motorola Solutions, Inc. (NYSE:MSI)",2016,3126.0
"Motorola Solutions, Inc. (NYSE:MSI)",2017,3347.0
"Motorola Solutions, Inc. (NYSE:MSI)",2018,3804.0
"Motorola Solutions, Inc. (NYSE:MSI)",2019,3939.0
"Motorola Solutions, Inc. (NYSE:MSI)",2020,3777.0
"Motorola Solutions, Inc. (NYSE:MSI)",2021,4123.0
"Motorola Solutions, Inc. (NYSE:MSI)",2022,4718.0
"Motorola Solutions, Inc. (NYSE:MSI)",2023,19608.85714285681
